City,County,Code,Site,Waste Type,Waste Sub-Type,Description,Category,Label,Volume in mt,Increase,BQ,Radionuclides
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Eléments constitutifs d'armes,,Sights (50 sights),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Eléments constitutifs d'armes,,Handlebars (49 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Boussoles,,SILVA compasses (174 SILVA compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Boussoles,,BEZZARD Compasses (163 BEZZARD Compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Eléments constitutifs d'armes,,Allies of tendu shooting / FAMAS (738 Allies of tendu shooting),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
MONTPELLIER,Hérault,34172,GENDARMERIE - RG DU LANGUEDOC ROUSSILLON,Eléments constitutifs d'armes,,Night Firing Slide / FAMAS (739 Night Firing Slide),Other?,S02,0,,Data updated with each new edition of the National Inventory,
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Eléments constitutifs d'armes,,AA52 handlebars (57 AA 52 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Sources DOM 410,,Sources DOM 410 (2 sources DOM 410),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Sources DOM 410,,DOM 410 (2 DOM 410),Other?,S02,0,,Data updated with each new edition of the National Inventory,
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Déchets divers,,Screws and washers (old materials) (2 screws and washers),Other?,S02,0,,Data updated with each new edition of the National Inventory,
MONTPELLIER,Hérault,34172,GENDARMERIE - RG DU LANGUEDOC ROUSSILLON,Déchets divers,,waste (2 miscellaneous waste),Other?,S02,0,,Data updated with each new edition of the National Inventory,
MONTPELLIER,Hérault,34172,GENDARMERIE - RG OF LANGUEDOC ROUSSILLON,Boussoles,,MLE 22 compasses (145 MLE 22 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,Alidade de tir tendu FAMAS (3615 alidades de tir tendu),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,FAMAS Night Firing Slide (3556 Night Firing Slides),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,Rear sights (238 rear sights),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,FSA 49/56 handlebars (243 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Boussoles,,Tritium (54 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Boussoles,,Radium (485 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,Type 1 mortar pointing device (51 mortar pointing devices),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,Type 2 mortar pointing device (99 mortar pointing devices),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,Fork body levels (48 mortar bi-leg fork body levels 81 mm),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Sources DOM 410,,Sources DOM 410 (31 sources DOM 410),Other?,S01,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Caisses contaminées,,Wooden boxes (1 wooden box),Long-lived low activity,DIV6-11,1,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Caisses contaminées,,Metal boxes (3 metal boxes),Long-lived low activity,DIV6-11,3,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,MORTAR goniometer 81 mm (7 mortar goniometer),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,AA 52 handlebars (294 AA 52 handlebars),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,AA NF 1 Pickups (24 AA NF 1 Pickups),Other?,S02,0,,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,DVN for Glock (20 DVN for glock),Other?,S02,0,,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,Rise AA NF 1 (1 rise AA NF 1),Other?,S02,0,,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,Hausse MANHURIN (1 hausse Manhurin),Other?,S02,0,,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Eléments constitutifs d'armes,,AA 52 tablets (588 AA 52 tablets),Other?,S02,0,,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Sources DOM 410,,DOM 410 (2 DOM 410),Other?,S02,0,,Data updated with each new edition of the National Inventory,226Ra
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Déchets,,Waste bags (18 waste bags),Low and medium short-lived activity,F3-7-01,"0,004536",,Data updated with each new edition of the National Inventory,
BEYNES,Yvelines,4028,GENDARMERIE - RG IDF BEYNES,Transmission,,Card reader (3 card reader),Other?,S02,0,,Data updated with each new edition of the National Inventory,
BRON,Rhône,69029,GENDARMERIE - RG RHONE-ALPES,Boussole,,Silva compass (112 compasses),Other?,S02,0,,Data updated with each new edition of the National Inventory,3H
ANNEVILLE-AMBOURVILLE,Seine-Maritime,76020,GREAT PARISH SA. - ANNEVILLE AMBOURVILLE,Résidus de fabrication d'acide phosphorique (phosphogypses) ,"Résidus comportant des éléments de la chaine de l'uranium, notament du Radium 226","Solid and stable (16,600,000 t)",Other?,DSH,0,,Data updated with each new edition of the National Inventory,"226Ra, 238U"
DOUVRIN,Pas-de-Calais,62276,GREAT PARISH SA. - DOUVRIN,"
Résidus de fabrication d'acide phosphorique 
- Phosphogypse ","Résidus comportant des éléments de la chaine de l'uranium, notament du Radium 226","Solid and stable (2,000,000 t)",Other?,DSH,0,,Data updated with each new edition of the National Inventory,"226Ra, 238U"
LE GRAND-QUEVILLY,Seine-Maritime,76322,GREAT PARISH SA. - GRAND QUEVILLY - FACTORY,Résidus de fabrication d'acide phosphorique,Tartres chargés en Radium 226 et uranium 238,Dry and stable solid waste (8 t - 9 BIG BAG),Very low activity,TFA-09,"12,8",,Data updated with each new edition of the National Inventory,"226Ra, 238U"
SAINT-ETIENNE-DU-ROUVRAY,Seine-Maritime,76575,GREAT PARISH SA. - SAINT ETIENNE DU ROUVRAY,Résidus de production d'acide phosphorique (Phosphogypses),Résidus comportant des éléments de la chaine de l'uranium notament de Radium 226,Solid and stable (5000000 t),Other?,DSH,0,,Data updated with each new edition of the National Inventory,"226Ra, 238U"
ROGERVILLE,Seine-Maritime,76533,HAROPA - ROGERVILLE - PORT,Résidus de fabrication d'acide phosphorique (phosphogypses),"Résidus comportant des éléments de la chaîne de l'uranium, notamment du radium 226.
",Solid and stable. (1600000 m3 - 2400000 t),Other?,DSH,0,,Data updated with each new edition of the National Inventory,"226Ra, 238U"
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets en attente de conditionnement ,"Solid waste in bins, boxes (126 m3)",Very low activity,TFA-06,126,,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets en attente de conditionnement ,Concrete blocks (175.5 m3),Very low activity,TFA-06,"175,5",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets en attente de conditionnement ,Solid waste in Standard Box (24.25 m3),Low and medium short-lived activity,F3-9-01,"48,5",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets en attente de conditionnement ,Solid waste in a pre-concrete box (62.5 m3),Low and medium short-lived activity,F3-9-01,"62,5",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets en attente de conditionnement ,Solid waste in decay bin (0.74 m3),High activity,DIV1,"0,74",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets en attente de conditionnement ,Solid waste incinerable in HDPE drums (1.6 m3),Low and medium short-lived activity,F3-7-01,"0,032",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets en attente de conditionnement ,Liquid waste (1.17 m3),Low and medium short-lived activity,F3-7-01,"0,117",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets conditionnés,"Solid waste in bins, boxes (39 m3)",Very low activity,TFA-06,39,,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets conditionnés,Solid waste in a pre-concrete box (5 m3),Low and medium short-lived activity,F3-9-01,5,,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets conditionnés,Solid waste incinerable in HDPE drums (13 m3),Low and medium short-lived activity,F3-7-01,"0,26",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets conditionnés,Liquid waste (0.67 m3),Low and medium short-lived activity,F3-7-01,"0,067",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets d'exploitation,Déchets conditionnés,Laboratory waste (1.08 m3),Low and medium short-lived activity,F3-7-01,"0,01296",,Data updated with each new edition of the National Inventory,"3H, 14C, 32P"
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Résines Echangeuses d'Ions,Déchets en attente de conditionnement,"REI (1,79 m3 )",Low and medium short-lived activity,DIV3-06,"5,37",,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Résines Echangeuses d'Ions,Déchets conditionnés,Hull C1PG (20 m3),Low and medium short-lived activity,DIV3-06,50,,Data updated with each new edition of the National Inventory,
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets tritiés,Déchets en attente de conditionnement,Oil/solvent (0.071 m3),Low and medium short-lived activity,DIV4-06,"0,0071",,Data updated with each new edition of the National Inventory,3H
GRENOBLE,Isère,38185,ILL - INSTITUTE LAUE LANGEVIN,Déchets tritiés,Déchets en attente de conditionnement,Solid waste (0.25 m3),Low and medium short-lived activity,DIV4-06,"0,5",,Data updated with each new edition of the National Inventory,3H
PLOEMEUR,Morbihan,56162,IMERYS CERAMICS FRANCE - PLOEMEUR,Déchets solides,,Used filter press cloths stored in big bags (6 big bags),Very low activity,TFA-09,6,,Data updated with each new edition of the National Inventory,
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,Déchets conditionnés triés et caractérisés,,Non-metallic VLL solid waste identified (9.91 m3 - 1.9 t),Very low activity,TFA-06,"9,91",,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 65Zn, 133Ba, 75Se"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,Déchets conditionnés triés et caractérisés,,Identified VLL metallic solid waste (9.45 m3 - 3.8 t),Very low activity,TFA-06,"9,45",,Data updated with each new edition of the National Inventory,"3H, 22Na, 44Ti, 55Fe, 60Co, 57Co"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,Déchets conditionnés triés et caractérisés,,Identified non-compactable FA/TFA waste (0.6 m3 - 0.4 t),Very low activity,TFA-06,"0,6",,Data updated with each new edition of the National Inventory,"3H, 22Na, 44Ti, 55Fe, 60Co, 57Co"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,Déchets sans exutoires ou en attente de traitement,,Gas in reusable cylinders (gas from SPIRAL1 target/source assemblies) (40 sealed metal cylinders of 20 liters),Very low activity,TFA-06,"0,8",,Data updated with each new edition of the National Inventory,"3H, 22Na"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,Déchets sans exutoires ou en attente de traitement,,Electrical and electronic waste from contaminating areas (1.575 t - 28 27 HDPE f–ts of 120 liters &amp; 1 metal f–t of 200 Liters),Other?,DSF-D3,"3,444",,Data updated with each new edition of the National Inventory,"22Na, 54Mn, 57Co, 65Zn, 58Co, 56Co"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,Déchets sans exutoires ou en attente de traitement,,Neon lighting tubes from contaminated area (0.95 m3),Other?,DSF-DI,"0,95",,Data updated with each new edition of the National Inventory,"54Mn, 60Co, 57Co, 58Co, 56Co, 59Fe"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,Déchets conditionnés triés et caractérisés,,Aqueous solutions in 1 m3 tank (17.2 m3),Very low activity,TFA-06,"17,2",,Data updated with each new edition of the National Inventory,3H
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,"Déchets pré-conditionnés, non caractérisés",,"Solvents, oils (0.18 m3 - 0.156 t)",Very low activity,TFA-06,"0,18",,Data updated with each new edition of the National Inventory,"3H, 22Na, 53Mn, 57Co, 65Zn, 133Ba"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,"Déchets pré-conditionnés, non caractérisés",,Aqueous solutions (0.55 m3 - 0.518 t),Very low activity,TFA-06,"0,55",,Data updated with each new edition of the National Inventory,"3H, 22Na, 65Zn"
CAEN,Calvados,14118,IN2P3 - GANIL CAEN,"Déchets pré-conditionnés, non caractérisés",,Unsorted VLL solid waste (0.12 t),Very low activity,TFA-06,"0,12",,Data updated with each new edition of the National Inventory,"44Ti, 54Mn, 55Fe, 60Co, 57Co, 65Zn"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets solides,,Incinerable solids (1.14 m3 - 9 drums of 120 liters),Low and medium short-lived activity,F3-7-01,"0,072048",,Data updated with each new edition of the National Inventory,"14C, 137Cs, 133Ba, 152Eu, U, Th"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets liquides,,Aqueous solutions (1 m3),Long-lived low activity,DIV6-06,"0,8",,Data updated with each new edition of the National Inventory,"137Cs, 226Ra, 232Th, 231Pa, 235U, 238U"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets solides,,Compactable solids (0.44 m3 - 5 drums (3 120L and 2 (200L)),Long-lived low activity,DIV6-04,"0,352",,Data updated with each new edition of the National Inventory,"226Ra, 231Pa, 241Am, 249Cf, U, Th"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets liquides,,Contaminated oil (0.015 m3),Low and medium short-lived activity,DIV3-06,"0,015",,Data updated with each new edition of the National Inventory,"137Cs, 194Hg"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets solides,,Non-compactable solids (0.51 m3 - 4 drums and cases),Long-lived low activity,DIV6-04,"0,408",,Data updated with each new edition of the National Inventory,"226Ra, 231Pa, 241Am, 249Cf, U, Th"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets liquides,,Body fluids (0.05 m3),Long-lived low activity,DIV9-06,"0,05",,Data updated with each new edition of the National Inventory,"U, Th"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets solides,,Glass scintillation vials (full) (0.1 drum of 120 liters),Low and medium short-lived activity,F3-7-01,"0,000756",,Data updated with each new edition of the National Inventory,"3H, 14C"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets liquides,,Contaminated mercury (0.003 m3),Other?,DSF-HG,"0,003",,Data updated with each new edition of the National Inventory,194Hg
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets solides,,Vials of polyethylene scintillations (full) (0.1 drum of 120 liters),Low and medium short-lived activity,F3-7-01,"0,000756",,Data updated with each new edition of the National Inventory,"3H, 14C"
ORSAY,Essonne,91471,IN2P3 - IJCLAB,Déchets solides,,"Miscellaneous metal waste (Pb, Fe, Cu, Al...) uncharacterized (12 m3)",Very low activity,TFA-06,"7,32",,Data updated with each new edition of the National Inventory,"60Co, 137Cs, 133Ba"
