City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste in 5 m3 boxes - Operation (5 m3 - 2.42 t - 1 box),F3-5-06,5,Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste in 5 m3 boxes - ITD (10 m3 - 2 boxes),F3-5-06,10,Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (0.7 m3 - 4 Drums),F3-01c,"0,448",Data updated with each new edition of the National Inventory,"3H, 60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste (0.62 m3),DIV3-05,"0,62",Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,"Solid waste FA in boxes (85 m3 - 108,002 t - 9 boxes)",DIV3-05,85,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste (0.2 m3),DIV3-05,"0,2",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (0.2 m3 - 1 Drum),F3-01c,"0,128",Data updated with each new edition of the National Inventory,"3H, 14C, 36Cl, 137Cs, 226Ra"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Non-compactable solid waste (2 Units),DIV3-05,2,Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (3.2 m3 - 16 drums),F3-01c,"2,048",Data updated with each new edition of the National Inventory,"137Cs, 238U, 241Am"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Miscellaneous compactable solid waste FA (1 m3 - 0.2866 t - 5 drums),F3-01c,"0,64",Data updated with each new edition of the National Inventory,14C
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides FMA,Compactable solid waste (2 m3 - 0.3 t - 10 drums),F3-01c,"1,28",Data updated with each new edition of the National Inventory,"60Co, 137Cs, 133Ba, 152Eu, 241Am"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (0.2 m3 - 1 drum),F3-7-01,"0,0158",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Ion exchange resins (Primary circuit water) (0.24 m3 - 4 Drums),F3-7-01,"0,01896",Data updated with each new edition of the National Inventory,"3H, 14C, 55Fe, 60Co"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (1.4 m3 - 7 drums),F3-7-01,"0,1106",Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (4 m3 - 0.805 t - 20 Drums),F3-7-01,"0,316",Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (2.4 m3 - 0.40704 t - 12 drums),F3-7-01,"0,1896",Data updated with each new edition of the National Inventory,"3H, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Solid incinerable waste (Cell 6) (1.2 m3 - 0.1478 t - 6 Drums),F3-7-01,"0,0948",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (2.6 m3 - 0.5836 t - 13 drums),F3-7-01,"0,2054",Data updated with each new edition of the National Inventory,"55Fe, 60Co, 90Sr, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste - Operation (0.4 m3 - 2 Drums),F3-7-01,"0,0316",Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste - ITD (25.6 m3 - 128 drums),F3-7-01,"2,0224",Data updated with each new edition of the National Inventory,137Cs
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Ion exchange resins (37.2 m3 - 186 Drums),F3-7-01,"2,9388",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Ion exchange resins (0.06 m3 - 1 Drum),F3-7-01,"0,00474",Data updated with each new edition of the National Inventory,"55Fe, 63Ni, 90Sr, 99Tc"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Putrescible FA waste (0.1 m3),F3-7-01,"0,0079",Data updated with each new edition of the National Inventory,ND
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (0.12 m3 - 1 Drum),F3-7-01,"0,00948",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Solid incinerable waste (1.2 m3 - 0.108 t - 2 Units),F3-7-01,"0,0948",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (0.6 m3),F3-7-01,"0,0474",Data updated with each new edition of the National Inventory,"137Cs, 238U, 241Am"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Solid incinerable waste (0.1 m3 - 0.015 t - 1 drum),F3-7-01,"0,0079",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (0.5 m3),F3-7-01,"0,0395",Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Incinerable solid waste (2 m3 - 0.4978 t - 10 drums),F3-7-01,"0,158",Data updated with each new edition of the National Inventory,14C
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Vials of scintillating liquids contaminated 3H/14C (0.012 m3 - 0.01 t - 500 Vials),F3-7-01,"0,000948",Data updated with each new edition of the National Inventory,"3H, 14C"
SACLAY,Essonne,CEA CIVIL - SACLAY CENTER,Déchets solides incinérables (via CENTRACO),Ion exchange resins (0.84 m3 - 0.4 t - 7 drums),F3-7-01,"0,06636",Data updated with each new edition of the National Inventory,"22Na, 60Co, 65Zn, 58Co, 46Sc"
SACLAY,Essonne,CIS BIO - SACLAY SITE - PRODUCTION,"Déchets d'exploitation, en attente de transfert",Solvents (0.1 m3),F3-7-01,"0,1",Data updated with each new edition of the National Inventory,"57Co, 65Zn"
SACLAY,Essonne,CIS BIO - SACLAY SITE - PRODUCTION,"Déchets d'exploitation, en attente de transfert",Sparkling (0.24 m3),F3-7-01,"0,24",Data updated with each new edition of the National Inventory,"186Re, 169Er, 170Tm, 90Y"
SACLAY,Essonne,CIS BIO - SACLAY SITE - PRODUCTION,"Déchets d'exploitation, en attente de transfert","Irradiating waste (glass, technological and metallic waste) (1.394 m3)",F3-5-05,"1,394",Data updated with each new edition of the National Inventory,60Co
SACLAY,Essonne,CIS BIO - SACLAY SITE - PRODUCTION,"Déchets d'exploitation, en attente de transfert","Huiles (0,42 m3)",F3-7-01,0,Data updated with each new edition of the National Inventory,3H
SACLAY,Essonne,CIS BIO - SACLAY SITE - PRODUCTION,"Déchets d'exploitation, en attente de transfert","Putrescible waste (animal corpses, litter and culture media) (1.62 m3)",F3-7-01,"1,62",Data updated with each new edition of the National Inventory,"60Co, 137Cs, 152Eu, 154Eu"
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Bâtiment 10,Four carboys (0.056 m3),DSF-LI,"0,056",Data updated with each new edition of the National Inventory,"137Cs, 241Am, U, Pu"
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOLOGICAL RESPONSE AND ENVIRONMENTAL MONITORING - FAR,,"SNC (2,625 m3)",TFA(SC-SNC),"2,625","1,09E+09","3H, 60Co, 137Cs, 210Pb, 226Ra, 232Th"
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOLOGICAL RESPONSE AND ENVIRONMENTAL MONITORING - FAR,,"SC (0,6 m3)",TFA(SC-SNC),"0,384","7,95E+05","3H, 14C, 60Co, 137Cs, 226Ra, 238U"
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - METROLOGY OF NUCLEAR MATERIALS,,"SNC (0,0055 m3)",TFA(SC-SNC),"0,0055","1,30E+04","234U, 235U, 238U"
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOBIOLOGY AND EPIDEMIOLOGY DEPARTMENT,,"SC (0,48 m3)",TFA(SC-SNC),"0,3072","3,00E+06",137Cs
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOBIOLOGY AND EPIDEMIOLOGY DEPARTMENT,,"SNC (0,03 m3)",TFA(SC-SNC),"0,03","1,00E+04",U
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOBIOLOGY AND EPIDEMIOLOGY DEPARTMENT,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","4,00E+03",U
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,"SC (0,12 m3)",TFA(SC-SNC),"0,0768","1,00E+06","3H, 90Sr, 137Cs, 210Pb, 226Ra, 241Am"
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOACTIVE WASTE AND TRANSFERS IN THE GEOSPHERE,,"SC (0,1 m3)",TFA(SC-SNC),"0,064","3,60E+07","210Pb, 226Ra, 230Th, 231Pa, 235U, 238U"
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,"Déchets solides, en attente de traitement",Asbestos waste (31.3 m3),TFA-05,"31,3",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,"Déchets solides, en attente de traitement en vrac",Asbestos waste (13.475 m3),TFA-05,"13,475",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,"Déchets solides, en attente de traitement en vrac",Asbestos waste (12.95 m3),TFA-05,"12,95",Data updated with each new edition of the National Inventory,137Cs
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,"Déchets solides, en attente de traitement en vrac",Asbestos waste (0.2 m3),TFA-05,"0,2",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers vrac,Electronic waste (11.99 m3),TFA-05,"11,99",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers vrac,Electronic waste (0.45 m3),TFA-05,"0,45",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers vrac,Electronic waste (0.405 m3),TFA-05,"0,405",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers vrac,Electronic waste (0.2 m3),TFA-05,"0,2",Data updated with each new edition of the National Inventory,
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés,"Aluminum-based solid waste, contaminated with radium (19 drums of 200 liters)",TFA-08,"3,8",Data updated with each new edition of the National Inventory,"210Pb, 226Ra"
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (1.75 m3),TFA-05,"1,12",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (3.5 m3),TFA-05,"2,24",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (8.75 m3),TFA-05,"5,6",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (19.25 m3),TFA-05,"12,32",Data updated with each new edition of the National Inventory,"137Cs, Pu"
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (1 FIBC),TFA-05,"0,56",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (4 FIBCs),TFA-05,"2,24",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (1 FIBC),TFA-05,"0,56",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA compactables,VLL waste packaged in FIBCs (37.84 m3),TFA-05,"24,2176",Data updated with each new edition of the National Inventory,
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Metallic or non-metallic waste TFA (2.9 m3),TFA-05,"2,9",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Metallic or non-metallic waste TFA (10.375 m3),TFA-05,"10,375",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Metallic or non-metallic waste TFA (25.4 m3),TFA-05,"25,4",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Metallic or non-metallic waste TFA (46.56 m3),TFA-05,"46,56",Data updated with each new edition of the National Inventory,"137Cs, Pu"
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Inert waste packaged in FIBCs (2 FIBCs),TFA-05,"1,75",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Inert waste packaged in FIBCs (5 FIBCs),TFA-05,"4,375",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Inert waste packaged in FIBCs (4 FIBCs),TFA-05,"3,5",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,VLL waste packaged in mesh lockers (11 lockers 1.35m3),TFA-05,"14,85",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets conditionnés TFA non compactables,Metallic or non-metallic waste TFA (36.35 m3),TFA-05,"36,35",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets non conditionnés TFA,Miscellaneous solid waste in bulk or prepackaged (4.2 m3),TFA-05,"4,2",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets non conditionnés TFA,Miscellaneous solid waste in bulk or prepackaged (13.87 m3),TFA-05,"13,87",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets non conditionnés TFA,Miscellaneous solid waste in bulk or prepackaged (2.95 m3),TFA-05,"2,95",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets non conditionnés TFA,Miscellaneous solid waste in bulk or prepackaged (48.28 m3),TFA-05,"48,28",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOLOGICAL RESPONSE AND ENVIRONMENTAL MONITORING - FAR,,"DIV6 (0,05 m3)",DIV6,"0,05","0,00E+00",226Ra
FONTENAY-AUX-ROSES,Hauts-de-Seine,IRSN - RADIOLOGICAL RESPONSE AND ENVIRONMENTAL MONITORING - FAR,,"DIV9 (0,02 m3)",DIV9,"0,02","0,00E+00",U
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers,Various solid and liquid waste contaminated with radium from the Institut Curie (Arcueil drums) (3.7 m3),DIV6-06,"3,7",Data updated with each new edition of the National Inventory,"137Cs, 152Eu, 226Ra, 227Th"
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers,Non-compliant &quot;alpha&quot; solid waste (1 drum of 100 liters),DIV2-05,"0,044",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers,Non-compliant &quot;alpha&quot; solid waste (3 drums of 100 liters),DIV2-05,"0,132",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,Déchets divers,Non-compliant &quot;alpha&quot; solid waste (4 drums of 100 liters),F2-5-07,"0,176",Data updated with each new edition of the National Inventory,ND
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,"Déchets solides, en attente de traitement",Solid waste contaminated with radium (0.44 m3),DIV2-05,"0,44",Data updated with each new edition of the National Inventory,226Ra
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,"Déchets solides, en attente de traitement","Drums of solvents, coated in cement (60 drums of 220 liters)",DIV2-05,"13,2",Data updated with each new edition of the National Inventory,"241Am, Pu"
FONTENAY-AUX-ROSES,Hauts-de-Seine,CEA CIVIL - FONTENAY-AUX-ROSES CENTER,"Déchets solides, en attente de traitement",Solid waste of various kinds (153 drums of 220 liters),DIV2-05,"33,66",Data updated with each new edition of the National Inventory,"137Cs, Pu"
